Code,Date,Code Client,Nit,Code product,Name,Description,Cost,NitProduc
69,2018-07-04 14:52:35,28-314-4886,93-176-3775,CY18 3497 7613 YVMA VNFX TJW2 C5CU,Toys,Beauty,8729,49-826-3375
8,2019-01-04 18:35:57,07-854-6320,41-168-3952,HU22 2632 2339 2507 4461 8261 8078,Games,Computers,43966,54-380-2620
7,2020-04-20 06:21:04,92-585-9472,88-714-6618,NO55 6648 8180 637,Beauty,Sports,16661,37-932-3013
15656,2019-03-13 21:18:11,10-934-2084,55-019-7951,FR32 7525 9510 972P MS7R F0CV S26,Jewelery,Movies,48039,83-753-5559
8527,2018-05-23 15:26:57,45-876-4595,26-739-5293,SM86 Y606 9920 486J HOUC 51OL BNO,Garden,Shoes,35569,26-650-1353
2244,2019-11-30 08:34:43,47-055-6068,77-250-7402,MD82 SGFK 3FES K1ZV 9GJE FNQW,Electronics,Clothing,35997,65-611-3934
4,2018-07-18 11:34:05,62-422-2312,47-357-5641,FR97 7989 2393 62TY IDLJ QWXW G06,Health,Grocery,22454,01-557-7160
32410,2019-11-04 00:13:16,20-545-9860,94-455-1289,NL97 HOFA 7664 8528 28,Health,Shoes,48791,32-801-2642
7271,2019-10-25 07:23:28,47-492-7654,20-880-2851,AL35 4333 5040 FEXH 5Y76 8FBO F1DH,Games,Games,34385,82-945-3730
7245,2020-03-12 03:45:24,20-604-7629,51-627-6093,SI82 6650 2549 1224 067,Electronics,Tools,15794,09-334-8979
57103,2019-11-22 08:45:03,17-550-1621,86-272-8960,MC14 3123 4864 624P ZZWA V81Y D76,Movies,Sports,15812,95-161-6370
53124,2020-01-26 20:16:12,76-416-6729,08-822-9443,FO75 3344 2379 0374 83,Clothing,Games,20620,23-623-7961
340,2019-09-26 05:17:32,11-977-5180,94-120-8731,SK64 9309 6099 6868 1852 7037,Industrial,Shoes,42956,21-100-1368
8914,2019-07-04 18:22:00,51-270-9784,03-706-8413,NO05 8318 0346 609,Games,Shoes,8471,53-911-7147
763,2018-11-21 03:08:19,39-512-3116,20-350-1841,LT50 2096 1699 7469 8199,Jewelery,Electronics,35674,11-717-0773
401,2018-09-02 14:34:57,66-238-4051,26-165-1322,FR10 7932 5941 29YK OOKG UFIJ L95,Industrial,Movies,45589,30-551-7365
65618,2018-09-21 12:40:50,64-664-3876,14-380-7381,ES35 8203 2823 1999 1646 4018,Kids,Garden,16199,45-569-5884
019,2018-03-29 09:24:16,67-499-3182,66-613-8271,AD94 0525 0080 B9H0 NRPV YUCQ,Health,Music,41666,10-617-2112
0881,2020-07-27 20:01:42,56-114-3624,71-720-1821,MU06 MLHL 1572 3124 5786 6717 709V SK,Sports,Automotive,20912,71-101-1522
22,2020-07-12 11:40:52,35-605-4645,18-264-1918,ME25 3805 6526 1756 3941 66,Music,Music,20196,46-901-0417
4,2020-01-28 14:28:26,21-496-8703,14-269-8040,SE45 5797 7665 2655 8531 2944,Music,Sports,24431,16-129-0808
4,2018-04-17 17:26:07,07-574-6398,45-891-5634,MD18 XSHR EGJP GFFK 9GO1 RLRG,Home,Home,14260,16-785-0641
43546,2020-01-26 04:20:21,96-105-9564,78-768-1764,AT24 3820 2363 9639 3807,Movies,Home,24982,76-158-0702
63826,2020-03-24 11:12:19,72-768-0572,94-621-7623,CY84 2534 6343 RD2V ZR50 PLMR IM2M,Grocery,Baby,27390,76-712-2367
37274,2018-08-10 12:44:17,17-649-0988,10-290-1726,LT25 9254 7417 9470 6886,Baby,Music,12359,50-247-1538
129,2019-07-08 05:46:40,77-705-1252,87-138-7098,FR97 3128 5900 5726 J2UA BQKZ B00,Sports,Outdoors,31574,58-680-9342
734,2019-07-01 17:26:52,48-440-8593,72-707-7703,IT49 Q699 9435 6203 SCUW T6L3 4A7,Clothing,Industrial,14884,21-816-9699
418,2018-07-20 07:15:55,56-598-8606,29-057-3886,LT88 8452 4245 5978 4994,Jewelery,Shoes,43987,14-571-6161
02337,2019-02-04 02:09:00,03-940-2741,96-216-9872,HR84 8535 6778 0545 6652 9,Jewelery,Electronics,42772,21-761-3932
07,2018-11-07 13:17:35,48-782-7628,33-228-0308,FR93 4961 2238 52DF YCCZ QT4S E47,Baby,Baby,47192,08-796-9061
8854,2019-12-17 16:59:08,68-224-4487,55-747-3686,FR24 6413 7352 84VK GZSU RQCD W69,Outdoors,Music,33713,50-655-2116
374,2020-08-06 01:42:57,82-081-1813,03-750-1160,DO88 7C9T 8488 2530 5441 6184 8716,Health,Outdoors,28714,15-917-0413
12013,2019-09-26 11:58:06,28-377-5828,99-605-7385,MT54 HOAR 2083 8LIV X4GQ YSC6 LPDE NTI,Toys,Beauty,5429,90-332-0782
18,2020-04-13 05:17:22,42-081-1442,87-470-0534,PK06 LVSW JQIF SUJX ABRF CNUQ,Industrial,Books,37563,86-763-4979
0463,2019-09-30 11:41:43,64-593-6184,26-690-3139,LI90 8744 9HML 4IXY ZNFF S,Computers,Sports,23457,47-863-9502
474,2018-11-18 01:58:52,96-937-0013,58-795-0423,FR27 5932 9602 357U QYOB APSF E49,Sports,Beauty,15255,97-425-3530
391,2018-09-21 21:29:36,08-965-1383,81-564-8702,FR39 8870 7228 99VP FLPM QV25 C10,Outdoors,Kids,40146,70-951-2964
157,2020-05-16 11:56:56,16-146-3884,23-280-7856,FR54 7782 3800 52OW KMNP FVQU X51,Books,Baby,19327,71-817-3547
10439,2018-11-11 16:43:42,27-840-7176,15-282-2184,MD32 FVGM OXUW 9XNG XVID 1YMS,Shoes,Outdoors,15205,19-644-7334
704,2019-07-05 04:03:58,02-202-4402,10-660-2832,GL59 3389 5121 9518 05,Clothing,Kids,10365,81-899-9862
90543,2019-01-12 23:09:34,31-188-8854,50-512-7326,IE52 DZZX 2582 1183 6014 76,Outdoors,Grocery,26888,84-438-2598
5,2019-11-11 08:22:55,76-067-4659,49-835-7667,LV46 QWOH IYRT YCZD JHK7 C,Clothing,Beauty,34818,20-436-2188
6,2019-02-06 05:55:11,32-626-1460,95-405-9796,PL74 4703 5856 0794 1701 8691 2478,Health,Garden,27437,92-392-6957
3,2020-05-04 08:45:28,01-887-4155,36-710-7338,DO34 WARE 6587 8818 9155 4255 6795,Shoes,Games,46963,82-204-1511
8,2020-08-22 07:18:44,53-745-4088,72-607-7665,BR76 8130 4372 2350 0897 3434 175F E,Music,Baby,17937,09-238-4821
3,2020-09-11 12:46:04,98-538-8561,33-145-9345,FI43 5128 2717 2401 16,Clothing,Games,24520,28-338-8927
22948,2019-09-09 11:55:43,59-041-8955,86-053-4865,FR38 5571 8635 28DS TPTQ GNNC L24,Beauty,Home,41449,52-136-7463
3397,2019-01-22 10:03:20,51-766-7574,73-257-8539,IT14 Y927 5581 864L KPMQ PGQJ CPS,Music,Books,33640,79-054-2704
73665,2018-10-16 02:38:16,99-849-0726,71-679-5099,BA47 3195 9987 6383 6472,Grocery,Outdoors,30883,02-460-6644
7491,2018-08-03 04:52:20,91-610-5566,71-058-1524,GB40 GECN 0936 8637 9098 46,Jewelery,Sports,13926,74-636-4509
69181,2020-05-20 16:55:57,04-164-3518,75-429-6827,PK74 FEIG MXCO BYGF ICCH MHDN,Books,Baby,46719,16-433-7586
444,2019-11-25 17:18:59,61-274-8894,64-001-1074,BR37 0704 4618 6459 0948 9392 803C R,Outdoors,Books,39432,05-306-4812
03737,2018-09-28 09:31:15,84-578-3130,54-928-5888,CH81 0874 5HHZ IU6B C4IX Y,Music,Music,48082,85-663-7355
78897,2018-06-29 21:34:49,91-298-5815,56-760-1737,ME21 8965 3019 5389 2099 33,Books,Books,34767,07-018-1687
0528,2019-02-23 08:33:31,30-012-7354,77-193-1053,PS72 HIGN YEP5 CR1H MCCY HNVU 53LA P,Baby,Outdoors,40786,78-503-9309
7,2018-04-01 22:59:42,13-052-4731,20-259-1526,FR61 2877 7541 51P9 GULI KNRR K54,Baby,Games,15612,25-389-5453
3,2018-05-07 23:26:26,57-761-8175,83-339-0005,MD60 RZSX XI0Y D8IG P1FK 8NAK,Health,Baby,11720,92-943-9247
0,2018-11-16 09:28:12,96-303-3728,51-311-7197,GE63 HD54 5029 3154 9264 69,Jewelery,Games,32358,93-811-8932
306,2019-01-25 20:01:31,24-105-8544,38-416-5621,FR92 0957 1186 25JN 1WTB JNWT C44,Toys,Shoes,29299,20-529-2627
5768,2019-03-30 21:40:12,32-671-8806,30-844-2161,ES97 3051 3793 7591 6014 7087,Industrial,Shoes,35377,65-431-7143
23,2018-09-07 05:25:47,02-514-5821,18-330-9249,HR30 3905 8569 4947 8039 0,Movies,Outdoors,25933,10-778-1784
5,2018-06-02 16:00:33,24-242-7114,88-805-5633,FR36 7200 7677 67AR STIA ROV3 M84,Movies,Toys,32769,64-694-0118
78231,2018-10-20 17:03:04,08-296-7377,43-525-1390,FR33 4793 2964 60BI KVM0 DXLN W64,Movies,Computers,36617,96-712-0792
88616,2020-08-24 22:36:22,08-313-6182,40-595-9333,MU88 NQOO 4868 0970 1127 2398 080Q ZR,Outdoors,Grocery,41081,40-425-5082
88,2020-06-09 09:12:26,15-027-8618,56-268-5162,PL69 4042 2924 0452 1193 8630 9908,Beauty,Movies,46338,22-618-1057
73971,2019-04-10 17:56:27,50-777-6273,77-038-0899,IS64 8523 6036 9460 4701 5511 81,Jewelery,Industrial,30677,61-958-2801
1,2020-07-05 12:35:02,76-775-5495,37-941-5289,CH70 7731 9760 CAEG JPDI 3,Tools,Computers,18261,54-315-4352
24856,2020-06-01 05:27:24,93-446-8199,69-944-9376,AT26 4676 8271 6455 2384,Tools,Movies,49441,18-761-1102
908,2020-09-11 03:54:14,67-658-2839,38-670-9331,FR88 0307 3418 14MV P9TU WXMU B61,Industrial,Shoes,16674,88-348-0121
68851,2019-05-02 14:42:35,37-230-9534,03-309-7401,TN38 6272 3737 5466 4270 0206,Games,Baby,27203,72-416-2538
771,2020-01-20 16:22:07,11-278-1655,79-054-2432,CR22 9789 9368 9560 0170 1,Sports,Music,35644,66-466-1973
3,2018-10-15 16:23:36,19-811-1983,20-343-3979,IT39 K431 2646 552H HPIO LBO0 HOE,Jewelery,Games,39199,06-041-7238
28,2018-05-29 17:45:43,21-734-0162,60-275-1769,GB61 YXWQ 5712 4169 0595 20,Industrial,Automotive,14816,65-300-7236
13215,2019-09-28 11:44:54,02-683-4425,82-186-8196,AD91 3835 1743 7NPA 6OOM PEMS,Games,Kids,44639,61-929-4709
326,2020-06-15 17:10:58,66-930-3136,01-099-3783,AT81 9475 1907 6981 2340,Home,Kids,12299,62-233-7064
28,2018-11-12 11:59:23,45-851-1633,63-909-7187,GR41 9891 764E JJTS GUVP MBA2 QJD,Jewelery,Automotive,19240,78-236-0310
75,2019-09-09 17:11:10,25-976-3899,46-431-3554,EE61 7947 7259 5699 3578,Clothing,Computers,46850,67-125-9079
8,2018-11-14 20:11:22,99-203-1479,82-298-3161,AD83 5882 9632 TWRP VSHL GUKV,Games,Books,23769,66-068-7663
1,2018-04-27 07:37:47,42-311-4635,09-527-2106,FR78 9132 7852 04J0 NG8Q 4LN0 R55,Baby,Jewelery,39909,07-538-4427
47664,2020-04-16 23:54:47,72-647-7190,22-738-1900,LV59 DQNE XJ7F YBUL SKBV E,Automotive,Tools,10029,87-535-6875
0894,2020-07-05 02:22:17,82-948-3017,34-957-0256,BA58 9904 4987 6448 5205,Kids,Beauty,10041,37-328-5218
9330,2020-05-29 08:23:38,97-967-8905,48-681-4304,MU29 DPRE 9458 2331 7574 9837 859Q CD,Games,Electronics,31423,18-057-6942
08,2018-12-09 02:37:50,83-637-2981,54-933-1127,PS74 ZXGU XXIZ LCTR FS7V GWJX RF9D B,Grocery,Shoes,26805,83-568-4739
59539,2018-11-10 01:46:47,85-924-4396,15-943-2316,GB68 DSUJ 8805 5563 9951 56,Electronics,Electronics,10459,74-419-7242
0,2019-03-25 19:24:55,44-833-2361,03-239-0196,MD46 MTQH LELW UFGH TSRQ FED9,Clothing,Garden,25388,19-092-9999
795,2018-03-30 00:32:05,03-986-7435,39-969-0598,CZ76 6053 1579 3191 6126 2684,Games,Kids,15638,90-546-7358
838,2020-07-16 05:24:31,82-579-2799,33-537-3214,KZ78 500S 8EVW CORA UTL0,Toys,Automotive,46801,90-126-7776
20856,2020-07-10 06:36:52,30-859-6998,90-059-1188,SA69 16HD IQBG J4FD DTW7 VR35,Shoes,Grocery,46930,03-575-0489
92879,2019-06-15 06:17:53,03-046-0721,17-414-2567,GR65 2712 871M PENG JJZ3 XUOW GZY,Kids,Toys,6394,02-050-9261
992,2019-10-01 01:49:17,24-312-1381,95-209-0718,SK44 5174 5363 9914 8154 1100,Computers,Shoes,14644,40-736-9243
7895,2018-12-14 00:07:46,98-255-7378,88-265-2072,PT91 7513 2412 9172 9179 5855 4,Electronics,Music,36105,92-314-2913
3,2019-02-10 07:31:02,62-836-3055,99-521-9183,SA82 51LZ SNN7 3LRI 2ABK BBUM,Shoes,Health,13528,45-972-3009
3,2018-12-14 06:24:37,89-802-8257,26-186-8122,LB73 1617 VBYF G9FB 2JM3 WQ0A E3CX,Home,Beauty,33842,41-733-3407
813,2019-03-25 02:45:04,60-340-3444,63-600-1799,FR82 7137 3465 19SI WGMJ GA45 D71,Movies,Kids,37653,52-880-2538
6,2018-04-22 01:54:50,21-565-2790,49-285-1496,DO84 PIMX 8736 3963 4182 7798 1725,Clothing,Automotive,27958,77-068-6754
45,2020-06-29 00:47:13,24-628-1257,74-483-3109,GL13 1894 2414 5581 05,Tools,Baby,8327,32-741-9151
8,2020-04-26 12:37:06,40-896-8983,18-566-3886,HR80 8920 1439 6216 2150 7,Computers,Home,6467,53-797-2190
1957,2020-08-27 07:42:32,88-983-9908,21-774-7930,VG28 VMTZ 7654 4681 6134 1107,Tools,Home,48583,51-093-4066
10603,2018-05-18 00:21:43,73-477-5832,97-605-6990,AD90 6528 5580 GTLN Z31N 64WT,Health,Sports,18608,75-077-1525
396,2019-10-21 23:58:44,24-677-9569,71-843-2883,FR13 8323 5969 11DX OK0G 6ASG J45,Health,Kids,44071,24-096-9785
309,2020-05-29 02:40:41,77-320-3023,92-406-3856,DE52 6208 7091 0815 7531 20,Kids,Jewelery,17007,05-038-8596
6,2020-06-23 00:59:39,86-744-0006,49-871-0884,IL87 6572 6789 9762 4260 521,Books,Computers,44850,07-756-1400
799,2018-10-17 01:13:46,59-933-5569,85-684-2546,SK13 4532 3092 1960 2171 9330,Garden,Music,45210,08-324-1464
145,2018-06-09 09:20:59,91-103-1659,63-568-7038,DE62 7705 0886 7803 9184 63,Garden,Tools,19407,12-864-6183
973,2018-10-10 17:54:35,34-599-6925,12-401-5789,AD47 8437 8854 IZIN 6WHB WVT5,Games,Grocery,46018,23-471-0625
5217,2019-09-27 00:46:07,96-112-3882,51-393-5209,BR05 8204 1483 1254 5677 6074 879C T,Computers,Health,16349,81-886-8964
93984,2018-11-15 09:25:23,42-300-9830,82-559-9483,KZ84 664K UJJH 76NC KMS8,Tools,Baby,40519,06-755-3488
58604,2019-09-11 14:14:48,32-193-5450,50-160-4855,TR34 4334 2XDT UXFY MUXB B0EF 8I,Movies,Clothing,10002,61-830-7539
75569,2019-12-09 15:30:29,85-762-7890,70-281-1878,ES58 9147 6148 2267 0271 8016,Baby,Books,43693,82-596-7964
1,2018-10-13 16:32:57,65-630-4383,80-553-3271,FR22 9370 8929 88EH WSH2 KOKN U17,Grocery,Industrial,36708,38-089-2436
018,2019-04-20 05:50:58,27-857-5668,56-135-2706,EE65 7363 9235 6607 0569,Beauty,Tools,32655,77-850-2183
70902,2019-08-10 19:49:10,95-787-8354,88-239-1651,FR89 7122 6755 794R P2FP 9TSG I32,Health,Outdoors,26826,95-903-7950
43730,2019-12-24 18:20:58,85-645-3007,30-400-9709,FR19 2012 8889 29IV HZZJ HHUD Z94,Movies,Outdoors,26746,32-667-4784
36,2019-01-08 06:36:21,94-943-3309,91-518-1247,IE84 CKES 6491 9428 6239 88,Computers,Electronics,15994,83-628-9428
9813,2019-03-05 19:18:29,85-191-9671,61-555-3281,ME63 6801 0673 1240 2585 85,Health,Industrial,47598,27-095-1752
8833,2018-06-19 01:31:44,29-723-1963,32-194-2019,GE93 XP42 3004 6846 9536 20,Automotive,Automotive,15273,02-141-3576
67,2019-02-19 14:55:39,83-067-8927,10-261-6696,MD94 HUE8 BYIG 8FFR WUZB EDYG,Health,Outdoors,16352,33-584-4818
93,2020-03-18 21:04:33,41-796-7556,62-666-2044,FR58 8731 5481 53BH 99HW FSON 157,Grocery,Grocery,37134,15-425-6506
59,2020-03-22 05:05:21,63-174-5931,89-971-3270,RO83 KRMY BL6B AOPA 4NY0 DD5D,Kids,Clothing,42165,48-909-2157
03569,2018-05-03 09:21:27,86-922-8549,04-505-4900,IT41 E451 5909 340G TTH0 WOHS NR4,Movies,Books,43228,81-240-5708
84667,2018-10-11 18:59:36,02-372-9727,40-741-1505,BE79 1280 5984 4101,Kids,Jewelery,33904,62-509-1226
7,2018-07-12 06:46:42,20-103-4015,07-562-9652,FR42 1230 3507 43GU NTOW RZ3U 810,Beauty,Baby,22886,62-330-0806
6096,2019-07-10 04:34:49,73-851-7164,59-383-5632,FR07 3348 6043 50LW NMOF TTNP V01,Health,Automotive,12954,81-099-4691
77793,2020-09-18 12:22:13,92-839-6469,35-640-8044,FR72 9636 5752 45XT FT9S BGWS N87,Automotive,Shoes,9684,01-988-4454
26,2020-01-22 09:02:20,89-667-7235,20-704-9971,AE32 7843 8828 9619 9373 756,Music,Kids,32622,25-879-0214
9362,2018-09-12 11:34:07,44-436-2677,72-110-2706,ME55 3858 5961 6442 2714 16,Sports,Clothing,29393,54-391-1850
33819,2020-02-09 14:49:21,78-248-4401,72-935-3896,VG61 SFSN 4836 2294 4773 0780,Outdoors,Home,12744,11-830-5201
01,2019-10-30 16:35:15,21-940-9247,13-508-6203,FR84 3005 1442 88SH EX0C S0NE D60,Garden,Health,32826,30-976-2764
5,2020-02-24 02:17:22,50-316-0918,55-774-1116,FR86 2693 6874 25DX 9BID 9D67 D87,Shoes,Garden,20933,55-858-1261
50,2020-04-04 06:28:38,63-138-9117,95-805-2025,LB34 8114 BW1E ESFK SQEN AWV1 RCVM,Kids,Tools,14689,25-577-4977
141,2020-04-13 14:25:58,11-420-7613,14-468-0273,AD98 9325 9392 YEXW QBAS GDII,Beauty,Tools,15987,15-059-6671
5,2018-06-04 22:53:35,54-271-4276,49-784-4827,DK69 8876 1693 5773 96,Home,Shoes,23320,83-770-5641
794,2018-05-17 22:18:00,67-909-9704,65-356-3719,HU26 6541 4565 5461 7826 3991 4895,Tools,Electronics,26291,99-642-8392
8,2020-05-22 17:48:24,23-408-2241,31-787-7439,IT39 G696 4195 401Z ZPCM IMMD O8E,Garden,Sports,25568,36-016-0823
00502,2019-02-14 14:02:34,44-383-6623,77-173-5760,PS74 EEBF 8MKW 0X3O EYHY Q2NH TEEA A,Games,Baby,30953,17-039-4067
444,2019-06-27 05:50:20,89-195-5655,43-511-6091,FI14 6002 4515 3730 45,Beauty,Books,33656,13-014-5838
571,2020-01-08 03:09:56,68-545-9565,83-188-2283,BH17 RMUO USS4 HJ38 NOSG LI,Shoes,Movies,26575,58-799-9858
8937,2020-05-24 08:12:03,70-263-3076,79-332-0104,CH69 1685 45CT VJUP OYZ2 A,Kids,Jewelery,16498,74-370-1092
4589,2018-12-12 19:32:53,46-467-8647,74-352-3434,ES41 0198 8078 0811 2004 7563,Movies,Movies,11391,28-806-4391
4710,2019-04-24 11:33:50,90-405-6665,86-553-1164,AD53 7379 4814 E7NP LDTX ID2Z,Outdoors,Automotive,9574,82-388-4752
17,2018-07-13 11:12:36,90-560-3380,59-162-8034,CY13 0027 4243 BPVR YO0Y 6BAA YB4U,Books,Tools,18307,81-266-6210
53355,2020-07-20 09:15:38,89-791-7391,19-901-1975,CZ05 8809 7204 9002 3955 7153,Industrial,Grocery,35597,54-812-4188
7,2020-07-21 19:33:04,49-081-3560,07-441-1914,SA52 49PU M5O6 J9PV F4OK XFMB,Music,Books,49144,63-872-2481
27832,2019-12-09 03:07:44,96-583-3698,39-659-5137,LV67 XSGP YEYP CJYI DHWT P,Clothing,Grocery,6249,32-861-8086
94,2020-02-27 00:27:33,10-788-7614,25-925-2813,AT20 2004 6832 2199 6260,Kids,Industrial,38611,22-113-0783
306,2020-02-19 08:48:27,04-048-4951,85-930-0754,RO88 FGGM FUEZ TQYW JYOG RW8M,Music,Grocery,7994,98-714-7950
94745,2020-07-29 13:56:10,84-438-4310,73-914-7508,GE05 ZZ75 8310 9470 0775 48,Games,Kids,46484,15-700-3514
9,2018-07-19 17:56:38,06-094-3123,44-479-6171,FR35 4306 6871 917T HO9T 56ZG G14,Health,Home,24502,48-021-0629
7,2019-07-03 04:32:36,91-663-4449,92-554-5992,PT67 2685 4907 7973 5676 4667 0,Books,Kids,9128,17-361-5995
16361,2018-03-14 11:42:13,02-395-7044,53-282-8573,SK29 7720 4790 7069 1798 9758,Industrial,Automotive,8478,71-741-2295
49164,2018-03-24 04:24:26,75-219-2162,92-571-0123,HU27 4164 4103 4494 1383 6002 2576,Clothing,Baby,12561,76-677-7287
20362,2019-12-27 03:11:27,49-376-3733,94-852-2292,LB81 2521 5VJ1 ATHH EUZQ VJDI RNLT,Home,Games,38739,41-757-5284
86,2018-03-27 22:16:34,31-076-5469,09-477-2859,KW66 YURK GEEM XRRK E3Q6 E1IR LPHW NR,Movies,Health,35634,93-123-0262
3995,2020-04-29 20:54:48,55-268-9994,45-793-0075,KZ85 979D K8HS DTUT QJ6I,Automotive,Toys,29389,60-275-0180
2,2019-07-07 16:14:45,89-237-5074,42-340-3658,BE78 9511 6900 0792,Electronics,Clothing,40965,93-680-9633
0,2020-01-31 00:48:06,78-659-6415,60-345-7012,TN18 7297 3456 5584 7070 7682,Baby,Electronics,26600,52-458-2253
7835,2019-11-12 09:20:13,04-126-3378,82-802-3609,IL21 9285 9501 8544 8126 762,Computers,Automotive,15270,14-665-4617
5997,2019-12-18 05:56:06,93-478-7076,56-930-5846,SK47 5242 9826 8778 6234 9755,Toys,Computers,28952,20-954-4057
9523,2019-12-09 21:35:30,45-807-2167,39-627-5761,SA31 52DV LZRZ AD4Y TDE0 FIJF,Kids,Games,24739,22-090-5796
495,2020-03-15 11:39:44,52-740-8890,37-879-2305,PT56 0599 8905 8596 4402 4741 5,Home,Automotive,14757,48-248-9215
738,2019-07-28 16:15:39,82-053-7239,02-951-4201,GR58 5527 169L EQ8Q 2IEU XEMF 6GQ,Computers,Toys,37270,01-919-6289
37726,2018-03-30 12:36:25,21-008-4400,85-231-8896,BE19 2783 8063 1012,Garden,Automotive,42373,25-264-5489
0046,2020-03-04 10:30:11,78-918-7335,36-423-2328,LU73 203Y CJFX W2QD 9KKI,Music,Shoes,21155,13-437-9896
333,2020-05-18 15:51:54,90-010-5576,95-904-7831,BG76 UQTC 0609 91JQ 93S9 SO,Shoes,Industrial,45206,51-715-5710
6451,2018-07-08 18:26:33,02-059-9926,93-277-7762,LT05 9485 7259 7735 0926,Movies,Home,11902,59-112-6941
40166,2019-09-25 17:20:19,72-630-6593,83-535-9955,FR25 1791 0588 68AR QXZV YCXV X30,Movies,Books,22470,81-465-8467
33,2018-08-17 23:08:58,17-325-0423,55-768-2621,VG70 ZYXV 3823 7495 1594 8981,Shoes,Tools,32411,87-450-5884
47,2018-04-09 09:14:54,53-831-3451,51-056-2302,BH52 ITFF WSNY TVWP JQ8M 4R,Electronics,Movies,14875,80-132-3544
769,2020-07-27 22:06:36,67-186-6916,99-267-2513,TN28 5496 4869 1901 1716 1785,Tools,Movies,20118,44-439-0903
51,2019-03-12 20:52:27,43-121-1592,93-009-8652,FR24 2042 0179 100U WJKL MAVP G17,Industrial,Books,37212,34-365-1007
1546,2018-09-23 02:06:15,50-119-3640,13-766-8100,PS80 KIVF D41D CJIK LYFK XXJH Z2VI Q,Books,Jewelery,23304,42-977-9405
49,2020-04-16 15:36:28,13-557-5840,81-755-3091,TR24 6958 7LQS Q5KN MY7I DJVZ HM,Garden,Clothing,13378,96-173-6140
3,2019-04-16 15:45:06,27-521-0197,07-479-1967,MT84 EZXW 2365 1XY5 WX30 LEEZ PDPY JIY,Books,Games,5092,78-952-0503
7,2020-02-13 23:56:23,01-257-6522,92-170-6567,LU65 537O XSA7 EKSS JVTN,Automotive,Outdoors,33196,98-126-5831
9529,2019-10-02 03:49:48,63-427-9968,08-875-0014,NL83 FZRN 9417 3791 93,Garden,Electronics,48824,07-473-5786
6,2018-09-15 13:02:40,67-941-4916,79-143-7018,GL87 5358 1636 7457 97,Games,Industrial,10239,24-701-1102
90625,2019-04-18 12:11:46,81-794-5524,82-280-3109,FR97 8011 2668 54SI 1UGF HX0V C43,Movies,Home,7216,35-170-9075
04,2019-02-13 09:45:20,83-090-2429,02-971-5577,SE27 7654 4549 3990 7468 1529,Jewelery,Shoes,46527,70-725-4829
6709,2020-03-09 02:37:04,21-622-5557,55-873-8873,GR96 9699 8093 4KGG QFAQ ZCJA NID,Electronics,Beauty,8394,40-033-1404
24,2019-04-12 09:30:22,87-969-9433,20-736-4672,HU62 8885 7230 3328 8444 2273 2635,Clothing,Garden,44980,97-792-4635
65062,2020-05-12 10:00:09,74-041-1304,95-272-8379,VG62 DRTV 2195 3664 5328 4509,Health,Beauty,47020,85-425-3169
6,2019-03-03 01:24:54,80-730-5775,08-717-4791,IL80 9775 6374 2245 9759 293,Industrial,Sports,9666,14-470-3793
88729,2019-11-11 14:36:12,11-804-4098,06-992-8604,PL39 2440 2201 2517 1005 2696 8982,Computers,Grocery,32426,00-032-0029
61,2019-12-27 11:12:08,61-113-8718,30-436-5282,ES03 7683 4530 9159 7457 4627,Jewelery,Garden,43999,36-500-9338
2,2019-08-26 03:42:15,21-555-7485,45-018-9907,DE18 4619 6126 5090 7454 62,Music,Sports,19672,61-596-4188
67,2020-05-08 15:09:48,81-273-4025,80-405-0275,CY50 5961 6057 R3DJ PMWR 9ZMR LVPB,Kids,Shoes,10596,78-010-8266
1,2020-02-05 02:49:07,15-967-4720,21-832-1210,FR88 6776 6320 73H9 DP0I 4BNA Y73,Health,Grocery,37170,39-258-0716
9,2018-05-27 17:04:20,10-518-7943,54-781-9970,IE52 YGHA 5675 0540 4224 37,Toys,Music,32697,17-175-1101
07,2019-08-06 09:32:41,33-770-8267,60-551-4236,FR43 3140 8361 19NO BW15 EY2P S55,Outdoors,Industrial,20790,95-375-2794
4,2019-06-12 07:29:44,93-672-8152,42-780-9374,TR11 5512 43ML MSCD 0N8S CTQA KG,Grocery,Clothing,20766,96-079-4591
52,2020-07-07 19:07:19,96-233-7906,92-286-8938,LU70 5914 XC0C MWYU NWOH,Clothing,Games,21893,82-436-6331
72792,2018-07-11 06:03:02,15-983-4334,03-102-1802,IS75 9474 1234 9324 1530 5258 17,Garden,Shoes,40768,17-765-7208
5,2020-09-09 17:47:30,85-269-1530,44-727-0986,GE66 TM83 1772 7849 9581 17,Garden,Baby,16759,61-276-5389
921,2019-07-08 12:13:35,11-994-1040,75-470-3729,VG46 QSTJ 1939 4768 0330 7160,Games,Clothing,36080,20-686-1849
7,2019-03-08 05:39:07,13-545-5008,06-856-9426,IS66 2923 5478 4416 2683 9054 61,Grocery,Garden,18054,58-923-2236
32,2018-07-20 21:53:11,61-157-6059,03-411-9609,NO25 1759 5362 896,Outdoors,Music,37654,15-078-3360
68,2018-08-30 07:12:18,29-973-0617,38-655-5050,FR28 9692 7011 84AM 7R7P 657N P07,Music,Games,7663,50-713-8878
4493,2018-10-29 20:03:54,96-705-3218,44-501-4868,NO39 4034 5129 022,Baby,Kids,14694,90-512-7283
63818,2019-02-16 17:20:06,67-244-7116,87-937-9842,CY26 7728 5856 OTRS 9R0R 94LM LYAM,Games,Computers,17486,80-310-2170
